typeCode,freqCode,refPeriodId,refYear,refMonth,period,reporterCode,reporterISO,reporterDesc,flowCode,flowDesc,partnerCode,partnerISO,partnerDesc,partner2Code,partner2ISO,partner2Desc,classificationCode,classificationSearchCode,isOriginalClassification,cmdCode,cmdDesc,aggrLevel,isLeaf,customsCode,customsDesc,mosCode,motCode,motDesc,qtyUnitCode,qtyUnitAbbr,qty,isQtyEstimated,altQtyUnitCode,altQtyUnitAbbr,altQty,isAltQtyEstimated,netWgt,isNetWgtEstimated,grossWgt,isGrossWgtEstimated,cifvalue,fobvalue,primaryValue,legacyEstimationFlag,isReported,isAggregate
"C","A","20170101","2017","52","2017","36","AUS","Australia","M","Import","251","FRA","France","0","W00","World","H5","HS","true","0901","Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","358115.4","false","8","kg","358115.4","false","358115.4","false","650808","false","6205193.292","5881363.484","6205193.292","0","false","true",
"C","A","20170101","2017","52","2017","36","AUS","Australia","M","Import","262","DJI","Djibouti","0","W00","World","H5","HS","true","0901","Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","279597","false","8","kg","279597","false","279597","false","279213","false","1431418.367","1402071.074","1431418.367","0","false","true",
"C","A","20170101","2017","52","2017","36","AUS","Australia","M","Import","276","DEU","Germany","0","W00","World","H5","HS","true","0901","Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","4302348.57","false","8","kg","4302348.57","false","4302348.57","false","0","false","38930342.809","38237282.224","38930342.809","0","false","true",
"C","A","20170101","2017","52","2017","36","AUS","Australia","M","Import","300","GRC","Greece","0","W00","World","H5","HS","true","0901","Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","26487.72","false","8","kg","26487.72","false","26487.72","false","16434.8","false","312948.797","305631.005","312948.797","0","false","true",
"C","A","20170101","2017","52","2017","36","AUS","Australia","M","Import","320","GTM","Guatemala","0","W00","World","H5","HS","true","0901","Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","1969591.499","true","-1","N/A","0","false","1969591.499","true","0","false","9643862.591","9295446.07","9643862.591","6","false","true",
"C","A","20170101","2017","52","2017","36","AUS","Australia","M","Import","340","HND","Honduras","0","W00","World","H5","HS","true","0901","Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","4119365.75","false","8","kg","4119365.75","false","4119365.75","false","0","false","14113639.663","13602621.859","14113639.663","0","false","true",
"C","A","20170101","2017","52","2017","36","AUS","Australia","M","Import","360","IDN","Indonesia","0","W00","World","H5","HS","true","0901","Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","6601514.4","false","8","kg","6601514.4","false","6601514.4","false","0","false","23816353.542","23479371.059","23816353.542","0","false","true",
"C","A","20170101","2017","52","2017","36","AUS","Australia","M","Import","380","ITA","Italy","0","W00","World","H5","HS","true","0901","Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","4959366.622","true","-1","N/A","0","false","4959366.622","true","0","false","39630218.775","38123091.253","39630218.775","6","false","true",
"C","A","20170101","2017","52","2017","36","AUS","Australia","M","Import","388","JAM","Jamaica","0","W00","World","H5","HS","true","0901","Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","1260","false","8","kg","1260","false","1260","false","1307","false","64255.487","60031.088","64255.487","0","false","true",
"C","A","20170101","2017","52","2017","36","AUS","Australia","M","Import","392","JPN","Japan","0","W00","World","H5","HS","true","0901","Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","52019.55","false","8","kg","52019.55","false","52019.55","false","0","false","169992.926","160635.719","169992.926","0","false","true",
"C","A","20170101","2017","52","2017","36","AUS","Australia","M","Import","400","JOR","Jordan","0","W00","World","H5","HS","true","0901","Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","13900","false","8","kg","13900","false","13900","false","0","false","146792.127","142724.227","146792.127","0","false","true",
"C","A","20170101","2017","52","2017","36","AUS","Australia","M","Import","404","KEN","Kenya","0","W00","World","H5","HS","true","0901","Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","855928","false","8","kg","855928","false","855928","false","0","false","5978346.661","5736109.68","5978346.661","0","false","true",
"C","A","20170101","2017","52","2017","36","AUS","Australia","M","Import","410","KOR","Rep. of Korea","0","W00","World","H5","HS","true","0901","Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","16332.91","false","8","kg","16332.91","false","16332.91","false","0","false","116175.238","113225.557","116175.238","0","false","true",
"C","A","20170101","2017","52","2017","36","AUS","Australia","M","Import","422","LBN","Lebanon","0","W00","World","H5","HS","true","0901","Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","86128.5","false","8","kg","86128.5","false","86128.5","false","0","false","817895.48","798435.504","817895.48","0","false","true",
"C","A","20170101","2017","52","2017","36","AUS","Australia","M","Import","454","MWI","Malawi","0","W00","World","H5","HS","true","0901","Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","7864.5","false","8","kg","7864.5","false","7864.5","false","14758","false","43107.468","41316.048","43107.468","0","false","true",
"C","A","20170101","2017","52","2017","36","AUS","Australia","M","Import","458","MYS","Malaysia","0","W00","World","H5","HS","true","0901","Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","73399.63","false","8","kg","73399.63","false","73399.63","false","0","false","352911.337","342682.491","352911.337","0","false","true",
"C","A","20170101","2017","52","2017","36","AUS","Australia","M","Import","484","MEX","Mexico","0","W00","World","H5","HS","true","0901","Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","1148060.76","false","8","kg","1148060.76","false","1148060.76","false","0","false","5092670.247","4939532.957","5092670.247","0","false","true",
"C","A","20170101","2017","52","2017","36","AUS","Australia","M","Import","490","S19","Other Asia, nes","0","W00","World","H5","HS","true","0901","Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","6067.3","false","8","kg","6067.3","false","6067.3","false","0","false","89129.686","77790.268","89129.686","0","false","true",
"C","A","20170101","2017","52","2017","36","AUS","Australia","M","Import","524","NPL","Nepal","0","W00","World","H5","HS","true","0901","Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","2670","false","8","kg","2670","false","2670","false","2711.5","false","27250.567","19462.13","27250.567","0","false","true",
"C","A","20170101","2017","52","2017","36","AUS","Australia","M","Import","528","NLD","Netherlands","0","W00","World","H5","HS","true","0901","Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","184033.5","false","8","kg","184033.5","false","184033.5","false","0","false","5348065.746","5290973.493","5348065.746","0","false","true",
"C","A","20170101","2017","52","2017","36","AUS","Australia","M","Import","548","VUT","Vanuatu","0","W00","World","H5","HS","true","0901","Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","2987","false","8","kg","2987","false","2987","false","2696.5","false","53043.123","49351.386","53043.123","0","false","true",
"C","A","20170101","2017","52","2017","36","AUS","Australia","M","Import","554","NZL","New Zealand","0","W00","World","H5","HS","true","0901","Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","181103.93","false","8","kg","181103.93","false","181103.93","false","206897.94","false","2269872.807","2225038.789","2269872.807","0","false","true",
"C","A","20170101","2017","52","2017","36","AUS","Australia","M","Import","558","NIC","Nicaragua","0","W00","World","H5","HS","true","0901","Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","1741590","false","8","kg","1741590","false","1741590","false","1752174.6","false","8270113.703","7996224.632","8270113.703","0","false","true",
"C","A","20170101","2017","52","2017","36","AUS","Australia","M","Import","579","NOR","Norway","0","W00","World","H5","HS","true","0901","Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","38.3","false","8","kg","38.3","false","38.3","false","48.1","false","2027.571","1644.13","2027.571","0","false","true",
"C","A","20170101","2017","52","2017","36","AUS","Australia","M","Import","591","PAN","Panama","0","W00","World","H5","HS","true","0901","Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","220420.8","false","8","kg","220420.8","false","220420.8","false","0","false","1362152.01","1325958.589","1362152.01","0","false","true",
"C","A","20170101","2017","52","2017","36","AUS","Australia","M","Import","598","PNG","Papua New Guinea","0","W00","World","H5","HS","true","0901","Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","9166445.9","false","8","kg","9166445.9","false","9166445.9","false","0","false","29978344.232","29073649.513","29978344.232","0","false","true",
"C","A","20170101","2017","52","2017","36","AUS","Australia","M","Import","604","PER","Peru","0","W00","World","H5","HS","true","0901","Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","1575847.7","false","8","kg","1575847.7","false","1575847.7","false","0","false","6401710.768","6176118.287","6401710.768","0","false","true",
"C","A","20170101","2017","52","2017","36","AUS","Australia","M","Import","608","PHL","Philippines","0","W00","World","H5","HS","true","0901","Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","20652.63","false","8","kg","20652.63","false","20652.63","false","22336.81","false","116871.563","112922.774","116871.563","0","false","true",
"C","A","20170101","2017","52","2017","36","AUS","Australia","M","Import","616","POL","Poland","0","W00","World","H5","HS","true","0901","Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","300","false","8","kg","300","false","300","false","600","false","10680.43","10370.109","10680.43","0","false","true",
"C","A","20170101","2017","52","2017","36","AUS","Australia","M","Import","620","PRT","Portugal","0","W00","World","H5","HS","true","0901","Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","4473","false","8","kg","4473","false","4473","false","11720","false","94480.935","92868.227","94480.935","0","false","true",
"C","A","20170101","2017","52","2017","36","AUS","Australia","M","Import","626","TLS","Timor-Leste","0","W00","World","H5","HS","true","0901","Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","192769.6","false","8","kg","192769.6","false","192769.6","false","195296","false","864814.056","836554.001","864814.056","0","false","true",
"C","A","20170101","2017","52","2017","36","AUS","Australia","M","Import","646","RWA","Rwanda","0","W00","World","H5","HS","true","0901","Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","133928","false","8","kg","133928","false","133928","false","135808","false","902911.857","867287.574","902911.857","0","false","true",
"C","A","20170101","2017","52","2017","36","AUS","Australia","M","Import","688","SRB","Serbia","0","W00","World","H5","HS","true","0901","Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","37607","false","8","kg","37607","false","37607","false","0","false","180420.983","171673.005","180420.983","0","false","true",
"C","A","20170101","2017","52","2017","36","AUS","Australia","M","Import","699","IND","India","0","W00","World","H5","HS","true","0901","Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","7213975.1","false","8","kg","7213975.1","false","7213975.1","false","0","false","20761816.331","20379005.969","20761816.331","0","false","true",
"C","A","20170101","2017","52","2017","36","AUS","Australia","M","Import","702","SGP","Singapore","0","W00","World","H5","HS","true","0901","Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","14444.4","false","8","kg","14444.4","false","14444.4","false","0","false","45088.074","43552.089","45088.074","0","false","true",
"C","A","20170101","2017","52","2017","36","AUS","Australia","M","Import","704","VNM","Viet Nam","0","W00","World","H5","HS","true","0901","Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","12763536.5","false","8","kg","12763536.5","false","12763536.5","false","0","false","30583771.127","30029511.79","30583771.127","0","false","true",
"C","A","20170101","2017","52","2017","36","AUS","Australia","M","Import","705","SVN","Slovenia","0","W00","World","H5","HS","true","0901","Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","3894","false","8","kg","3894","false","3894","false","0","false","22049.928","21279.475","22049.928","0","false","true",
"C","A","20170101","2017","52","2017","36","AUS","Australia","M","Import","710","ZAF","South Africa","0","W00","World","H5","HS","true","0901","Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","23278","false","8","kg","23278","false","23278","false","0","false","115444.951","108461.917","115444.951","0","false","true",
"C","A","20170101","2017","52","2017","36","AUS","Australia","M","Import","724","ESP","Spain","0","W00","World","H5","HS","true","0901","Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","257085.35","false","8","kg","257085.35","false","257085.35","false","384089.1","false","2144316.265","2020092.42","2144316.265","0","false","true",
"C","A","20170101","2017","52","2017","36","AUS","Australia","M","Import","752","SWE","Sweden","0","W00","World","H5","HS","true","0901","Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","3432","false","8","kg","3432","false","3432","false","0","false","24773.369","21927.321","24773.369","0","false","true",
"C","A","20170101","2017","52","2017","36","AUS","Australia","M","Import","757","CHE","Switzerland","0","W00","World","H5","HS","true","0901","Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","3501999.11","false","8","kg","3501999.11","false","3501999.11","false","0","false","94901396.935","93321197.523","94901396.935","0","false","true",
"C","A","20170101","2017","52","2017","36","AUS","Australia","M","Import","760","SYR","Syria","0","W00","World","H5","HS","true","0901","Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","1036","false","8","kg","1036","false","1036","false","0","false","10120.271","9627.275","10120.271","0","false","true",
"C","A","20170101","2017","52","2017","36","AUS","Australia","M","Import","764","THA","Thailand","0","W00","World","H5","HS","true","0901","Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","7775","false","8","kg","7775","false","7775","false","0","false","34441.121","32931.015","34441.121","0","false","true",
"C","A","20170101","2017","52","2017","36","AUS","Australia","M","Import","784","ARE","United Arab Emirates","0","W00","World","H5","HS","true","0901","Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","8222","false","8","kg","8222","false","8222","false","8674","false","57414.727","52868.69","57414.727","0","false","true",
"C","A","20170101","2017","52","2017","36","AUS","Australia","M","Import","792","TUR","Türkiye","0","W00","World","H5","HS","true","0901","Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","14968.92","false","8","kg","14968.92","false","14968.92","false","0","false","88559.468","81498.169","88559.468","0","false","true",
"C","A","20170101","2017","52","2017","36","AUS","Australia","M","Import","800","UGA","Uganda","0","W00","World","H5","HS","true","0901","Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","455800.9","false","8","kg","455800.9","false","455800.9","false","0","false","1245968.824","1212925.132","1245968.824","0","false","true",
"C","A","20170101","2017","52","2017","36","AUS","Australia","M","Import","807","MKD","North Macedonia","0","W00","World","H5","HS","true","0901","Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","18273.5","false","8","kg","18273.5","false","18273.5","false","0","false","126412.975","116837.212","126412.975","0","false","true",
"C","A","20170101","2017","52","2017","36","AUS","Australia","M","Import","826","GBR","United Kingdom","0","W00","World","H5","HS","true","0901","Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","439191.89","false","8","kg","439191.89","false","439191.89","false","0","false","5156721.765","4915753.679","5156721.765","0","false","true",
"C","A","20170101","2017","52","2017","36","AUS","Australia","M","Import","834","TZA","United Rep. of Tanzania","0","W00","World","H5","HS","true","0901","Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","713492","false","8","kg","713492","false","713492","false","638705","false","2342141.626","2281900.19","2342141.626","0","false","true",
"C","A","20170101","2017","52","2017","36","AUS","Australia","M","Import","842","USA","USA","0","W00","World","H5","HS","true","0901","Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","232746.53","false","8","kg","232746.53","false","232746.53","false","0","false","2045619.381","1950973.336","2045619.381","0","false","true",
"C","A","20170101","2017","52","2017","36","AUS","Australia","M","Import","887","YEM","Yemen","0","W00","World","H5","HS","true","0901","Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","1000","false","8","kg","1000","false","1000","false","1025","false","15442.099","14244.054","15442.099","0","false","true",
"C","A","20180101","2018","52","2018","36","AUS","Australia","M","Import","0","W00","World","0","W00","World","H5","HS","true","0901","Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","102145964.667","true","-1","N/A","0","false","102145964.667","true","0","false","484669415.382","472762675.993","484669415.382","6","false","true",
"C","A","20180101","2018","52","2018","36","AUS","Australia","M","Import","36","AUS","Australia","0","W00","World","H5","HS","true","0901","Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","3678.48","false","8","kg","3678.48","false","3678.48","false","7240.21","false","64154.741","60210.832","64154.741","0","false","true",
"C","A","20180101","2018","52","2018","36","AUS","Australia","M","Import","40","AUT","Austria","0","W00","World","H5","HS","true","0901","Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","5029.9","false","8","kg","5029.9","false","5029.9","false","17181.4","false","85941.68","83953.137","85941.68","0","false","true",
"C","A","20180101","2018","52","2018","36","AUS","Australia","M","Import","56","BEL","Belgium","0","W00","World","H5","HS","true","0901","Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","161648.48","false","8","kg","161648.48","false","161648.48","false","170265","false","737679.011","698287.723","737679.011","0","false","true",
"C","A","20180101","2018","52","2018","36","AUS","Australia","M","Import","68","BOL","Bolivia (Plurinational State of)","0","W00","World","H5","HS","true","0901","Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","16336","false","8","kg","16336","false","16336","false","16391","false","169088.242","166347.816","169088.242","0","false","true",
"C","A","20180101","2018","52","2018","36","AUS","Australia","M","Import","70","BIH","Bosnia Herzegovina","0","W00","World","H5","HS","true","0901","Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","14610","false","8","kg","14610","false","14610","false","0","false","91686.585","85227.461","91686.585","0","false","true",
"C","A","20180101","2018","52","2018","36","AUS","Australia","M","Import","76","BRA","Brazil","0","W00","World","H5","HS","true","0901","Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","18883775.434","false","8","kg","18883775.434","false","18883775.434","false","0","false","58303876.964","56551252.578","58303876.964","0","false","true",
"C","A","20180101","2018","52","2018","36","AUS","Australia","M","Import","84","BLZ","Belize","0","W00","World","H5","HS","true","0901","Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","19200","false","8","kg","19200","false","19200","false","19200","false","53655.908","52646.959","53655.908","0","false","true",
"C","A","20180101","2018","52","2018","36","AUS","Australia","M","Import","104","MMR","Myanmar","0","W00","World","H5","HS","true","0901","Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","13176.85","false","8","kg","13176.85","false","13176.85","false","0","false","60727.952","58979.096","60727.952","0","false","true",
"C","A","20180101","2018","52","2018","36","AUS","Australia","M","Import","108","BDI","Burundi","0","W00","World","H5","HS","true","0901","Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","119255.79","false","8","kg","119255.79","false","119255.79","false","121636.8","false","688239.458","667864.038","688239.458","0","false","true",
"C","A","20180101","2018","52","2018","36","AUS","Australia","M","Import","116","KHM","Cambodia","0","W00","World","H5","HS","true","0901","Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","19244","false","8","kg","19244","false","19244","false","19449","false","58779.502","56820.546","58779.502","0","false","true",
"C","A","20180101","2018","52","2018","36","AUS","Australia","M","Import","124","CAN","Canada","0","W00","World","H5","HS","true","0901","Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","419848.352","true","-1","N/A","0","false","419848.352","true","396826.61","false","2213966.949","2166829.489","2213966.949","6","false","true",
"C","A","20180101","2018","52","2018","36","AUS","Australia","M","Import","144","LKA","Sri Lanka","0","W00","World","H5","HS","true","0901","Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","2529","false","8","kg","2529","false","2529","false","0","false","26681.176","25880.652","26681.176","0","false","true",
"C","A","20180101","2018","52","2018","36","AUS","Australia","M","Import","156","CHN","China","0","W00","World","H5","HS","true","0901","Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","1325480.16","false","8","kg","1325480.16","false","1325480.16","false","0","false","4012251.053","3935449.761","4012251.053","0","false","true",
"C","A","20180101","2018","52","2018","36","AUS","Australia","M","Import","170","COL","Colombia","0","W00","World","H5","HS","true","0901","Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","9844739.4","false","8","kg","9844739.4","false","9844739.4","false","0","false","38943334.108","37842310.331","38943334.108","0","false","true",
"C","A","20180101","2018","52","2018","36","AUS","Australia","M","Import","178","COG","Congo","0","W00","World","H5","HS","true","0901","Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","69775.9","false","8","kg","69775.9","false","69775.9","false","0","false","200076.462","192707.544","200076.462","0","false","true",
"C","A","20180101","2018","52","2018","36","AUS","Australia","M","Import","188","CRI","Costa Rica","0","W00","World","H5","HS","true","0901","Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","1786628.48","false","8","kg","1786628.48","false","1786628.48","false","0","false","8047802.315","7854288.823","8047802.315","0","false","true",
"C","A","20180101","2018","52","2018","36","AUS","Australia","M","Import","191","HRV","Croatia","0","W00","World","H5","HS","true","0901","Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","4950","false","8","kg","4950","false","4950","false","0","false","26080.852","25110.778","26080.852","0","false","true",
"C","A","20180101","2018","52","2018","36","AUS","Australia","M","Import","192","CUB","Cuba","0","W00","World","H5","HS","true","0901","Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","45209","false","8","kg","45209","false","45209","false","0","false","226055.888","212127.668","226055.888","0","false","true",
"C","A","20180101","2018","52","2018","36","AUS","Australia","M","Import","196","CYP","Cyprus","0","W00","World","H5","HS","true","0901","Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","5867.6","false","8","kg","5867.6","false","5867.6","false","0","false","56064.411","54454.892","56064.411","0","false","true",
