country,year,species,production_bags_1000
Senegal,2025,Robusta,0.0
Serbia,2015,Arabica,0.0
Serbia,2015,Robusta,0.0
Serbia,2016,Arabica,0.0
Serbia,2016,Robusta,0.0
Serbia,2017,Arabica,0.0
Serbia,2017,Robusta,0.0
Serbia,2018,Arabica,0.0
Serbia,2018,Robusta,0.0
Serbia,2019,Arabica,0.0
Serbia,2019,Robusta,0.0
Serbia,2020,Arabica,0.0
Serbia,2020,Robusta,0.0
Serbia,2021,Arabica,0.0
Serbia,2021,Robusta,0.0
Serbia,2022,Arabica,0.0
Serbia,2022,Robusta,0.0
Serbia,2023,Arabica,0.0
Serbia,2023,Robusta,0.0
Serbia,2024,Arabica,0.0
Serbia,2024,Robusta,0.0
Serbia,2025,Arabica,0.0
Serbia,2025,Robusta,0.0
Sierra Leone,2015,Arabica,0.0
Sierra Leone,2015,Robusta,60.0
Sierra Leone,2016,Arabica,0.0
Sierra Leone,2016,Robusta,60.0
Sierra Leone,2017,Arabica,0.0
Sierra Leone,2017,Robusta,65.0
Sierra Leone,2018,Arabica,0.0
Sierra Leone,2018,Robusta,50.0
Sierra Leone,2019,Arabica,0.0
Sierra Leone,2019,Robusta,65.0
Sierra Leone,2020,Arabica,0.0
Sierra Leone,2020,Robusta,75.0
Sierra Leone,2021,Arabica,0.0
Sierra Leone,2021,Robusta,33.0
Sierra Leone,2022,Arabica,0.0
Sierra Leone,2022,Robusta,55.0
Sierra Leone,2023,Arabica,0.0
Sierra Leone,2023,Robusta,35.0
Sierra Leone,2024,Arabica,0.0
Sierra Leone,2024,Robusta,58.0
Sierra Leone,2025,Arabica,0.0
Sierra Leone,2025,Robusta,60.0
Singapore,2015,Arabica,0.0
Singapore,2015,Robusta,0.0
Singapore,2016,Arabica,0.0
Singapore,2016,Robusta,0.0
Singapore,2017,Arabica,0.0
Singapore,2017,Robusta,0.0
Singapore,2018,Arabica,0.0
Singapore,2018,Robusta,0.0
Singapore,2019,Arabica,0.0
Singapore,2019,Robusta,0.0
Singapore,2020,Arabica,0.0
Singapore,2020,Robusta,0.0
Singapore,2021,Arabica,0.0
Singapore,2021,Robusta,0.0
Singapore,2022,Arabica,0.0
Singapore,2022,Robusta,0.0
Singapore,2023,Arabica,0.0
Singapore,2023,Robusta,0.0
Singapore,2024,Arabica,0.0
Singapore,2024,Robusta,0.0
Singapore,2025,Arabica,0.0
Singapore,2025,Robusta,0.0
South Africa,2015,Arabica,0.0
South Africa,2015,Robusta,0.0
South Africa,2016,Arabica,0.0
South Africa,2016,Robusta,0.0
South Africa,2017,Arabica,0.0
South Africa,2017,Robusta,0.0
South Africa,2018,Arabica,0.0
South Africa,2018,Robusta,0.0
South Africa,2019,Arabica,0.0
South Africa,2019,Robusta,0.0
South Africa,2020,Arabica,0.0
South Africa,2020,Robusta,0.0
South Africa,2021,Arabica,0.0
South Africa,2021,Robusta,0.0
South Africa,2022,Arabica,0.0
South Africa,2022,Robusta,0.0
South Africa,2023,Arabica,0.0
South Africa,2023,Robusta,0.0
South Africa,2024,Arabica,0.0
South Africa,2024,Robusta,0.0
South Africa,2025,Arabica,0.0
South Africa,2025,Robusta,0.0
Sri Lanka,2015,Arabica,0.0
Sri Lanka,2015,Robusta,0.0
Sri Lanka,2016,Arabica,0.0
Sri Lanka,2016,Robusta,0.0
Sri Lanka,2017,Arabica,0.0
Sri Lanka,2017,Robusta,0.0
Sri Lanka,2018,Arabica,0.0
Sri Lanka,2018,Robusta,0.0
Sri Lanka,2019,Arabica,0.0
Sri Lanka,2019,Robusta,0.0
Sri Lanka,2020,Arabica,0.0
Sri Lanka,2020,Robusta,0.0
Sri Lanka,2021,Arabica,0.0
Sri Lanka,2021,Robusta,0.0
Sri Lanka,2022,Arabica,0.0
Sri Lanka,2022,Robusta,0.0
Sri Lanka,2023,Arabica,0.0
Sri Lanka,2023,Robusta,0.0
Sri Lanka,2024,Arabica,0.0
Sri Lanka,2024,Robusta,0.0
Sri Lanka,2025,Arabica,0.0
Sri Lanka,2025,Robusta,0.0
Switzerland,2015,Arabica,0.0
Switzerland,2015,Robusta,0.0
Switzerland,2016,Arabica,0.0
Switzerland,2016,Robusta,0.0
Switzerland,2017,Arabica,0.0
Switzerland,2017,Robusta,0.0
Switzerland,2018,Arabica,0.0
Switzerland,2018,Robusta,0.0
Switzerland,2019,Arabica,0.0
Switzerland,2019,Robusta,0.0
Switzerland,2020,Arabica,0.0
Switzerland,2020,Robusta,0.0
Switzerland,2021,Arabica,0.0
Switzerland,2021,Robusta,0.0
Switzerland,2022,Arabica,0.0
Switzerland,2022,Robusta,0.0
Switzerland,2023,Arabica,0.0
Switzerland,2023,Robusta,0.0
Switzerland,2024,Arabica,0.0
Switzerland,2024,Robusta,0.0
Switzerland,2025,Arabica,0.0
Switzerland,2025,Robusta,0.0
Taiwan,2015,Arabica,0.0
Taiwan,2015,Robusta,0.0
Taiwan,2016,Arabica,0.0
Taiwan,2016,Robusta,0.0
Taiwan,2017,Arabica,0.0
Taiwan,2017,Robusta,0.0
Taiwan,2018,Arabica,0.0
Taiwan,2018,Robusta,0.0
Taiwan,2019,Arabica,0.0
Taiwan,2019,Robusta,0.0
Taiwan,2020,Arabica,0.0
Taiwan,2020,Robusta,0.0
Taiwan,2021,Arabica,0.0
Taiwan,2021,Robusta,0.0
Taiwan,2022,Arabica,0.0
Taiwan,2022,Robusta,0.0
Taiwan,2023,Arabica,0.0
Taiwan,2023,Robusta,0.0
Taiwan,2024,Arabica,0.0
Taiwan,2024,Robusta,0.0
Taiwan,2025,Arabica,0.0
Taiwan,2025,Robusta,0.0
Tanzania,2015,Arabica,600.0
Tanzania,2015,Robusta,500.0
Tanzania,2016,Arabica,550.0
Tanzania,2016,Robusta,500.0
Tanzania,2017,Arabica,600.0
Tanzania,2017,Robusta,550.0
Tanzania,2018,Arabica,650.0
Tanzania,2018,Robusta,550.0
Tanzania,2019,Arabica,625.0
Tanzania,2019,Robusta,575.0
Tanzania,2020,Arabica,600.0
Tanzania,2020,Robusta,525.0
Tanzania,2021,Arabica,650.0
Tanzania,2021,Robusta,550.0
Tanzania,2022,Arabica,650.0
Tanzania,2022,Robusta,550.0
Tanzania,2023,Arabica,750.0
Tanzania,2023,Robusta,600.0
Tanzania,2024,Arabica,700.0
Tanzania,2024,Robusta,650.0
Tanzania,2025,Arabica,750.0
Tanzania,2025,Robusta,700.0
Thailand,2015,Arabica,0.0
Thailand,2015,Robusta,700.0
Thailand,2016,Arabica,0.0
Thailand,2016,Robusta,800.0
Thailand,2017,Arabica,0.0
Thailand,2017,Robusta,700.0
Thailand,2018,Arabica,0.0
Thailand,2018,Robusta,650.0
Thailand,2019,Arabica,0.0
Thailand,2019,Robusta,700.0
Thailand,2020,Arabica,0.0
Thailand,2020,Robusta,600.0
Thailand,2021,Arabica,0.0
Thailand,2021,Robusta,650.0
Thailand,2022,Arabica,0.0
Thailand,2022,Robusta,700.0
Thailand,2023,Arabica,0.0
Thailand,2023,Robusta,750.0
Thailand,2024,Arabica,0.0
Thailand,2024,Robusta,900.0
Thailand,2025,Arabica,0.0
Thailand,2025,Robusta,900.0
Togo,2015,Arabica,0.0
Togo,2015,Robusta,120.0
Togo,2016,Arabica,0.0
Togo,2016,Robusta,80.0
Togo,2017,Arabica,0.0
Togo,2017,Robusta,130.0
Togo,2018,Arabica,0.0
Togo,2018,Robusta,95.0
Togo,2019,Arabica,0.0
Togo,2019,Robusta,100.0
Togo,2020,Arabica,0.0
Togo,2020,Robusta,85.0
Togo,2021,Arabica,0.0
Togo,2021,Robusta,80.0
Togo,2022,Arabica,0.0
Togo,2022,Robusta,110.0
Togo,2023,Arabica,0.0
Togo,2023,Robusta,75.0
Togo,2024,Arabica,0.0
Togo,2024,Robusta,90.0
Togo,2025,Arabica,0.0
Togo,2025,Robusta,85.0
Trinidad and Tobago,2015,Arabica,0.0
Trinidad and Tobago,2015,Robusta,0.0
Trinidad and Tobago,2016,Arabica,0.0
Trinidad and Tobago,2016,Robusta,0.0
Trinidad and Tobago,2017,Arabica,0.0
Trinidad and Tobago,2017,Robusta,0.0
Trinidad and Tobago,2018,Arabica,0.0
Trinidad and Tobago,2018,Robusta,0.0
Trinidad and Tobago,2019,Arabica,0.0
Trinidad and Tobago,2019,Robusta,0.0
Trinidad and Tobago,2020,Arabica,0.0
Trinidad and Tobago,2020,Robusta,0.0
Trinidad and Tobago,2021,Arabica,0.0
Trinidad and Tobago,2021,Robusta,0.0
Trinidad and Tobago,2022,Arabica,0.0
Trinidad and Tobago,2022,Robusta,0.0
Trinidad and Tobago,2023,Arabica,0.0
Trinidad and Tobago,2023,Robusta,0.0
Trinidad and Tobago,2024,Arabica,0.0
Trinidad and Tobago,2024,Robusta,0.0
Trinidad and Tobago,2025,Arabica,0.0
Trinidad and Tobago,2025,Robusta,0.0
Turkey,2015,Arabica,0.0
Turkey,2015,Robusta,0.0
Turkey,2016,Arabica,0.0
Turkey,2016,Robusta,0.0
Turkey,2017,Arabica,0.0
Turkey,2017,Robusta,0.0
Turkey,2018,Arabica,0.0
Turkey,2018,Robusta,0.0
Turkey,2019,Arabica,0.0
Turkey,2019,Robusta,0.0
Turkey,2020,Arabica,0.0
Turkey,2020,Robusta,0.0
Turkey,2021,Arabica,0.0
Turkey,2021,Robusta,0.0
Turkey,2022,Arabica,0.0
Turkey,2022,Robusta,0.0
Turkey,2023,Arabica,0.0
Turkey,2023,Robusta,0.0
Turkey,2024,Arabica,0.0
Turkey,2024,Robusta,0.0
Turkey,2025,Arabica,0.0
Turkey,2025,Robusta,0.0
Uganda,2015,Arabica,950.0
Uganda,2015,Robusta,2600.0
Uganda,2016,Arabica,1100.0
Uganda,2016,Robusta,3775.0
Uganda,2017,Arabica,1200.0
Uganda,2017,Robusta,3400.0
Uganda,2018,Arabica,1050.0
Uganda,2018,Robusta,3600.0
Uganda,2019,Arabica,1025.0
Uganda,2019,Robusta,4450.0
Uganda,2020,Arabica,730.0
Uganda,2020,Robusta,5900.0
Uganda,2021,Arabica,990.0
Uganda,2021,Robusta,5060.0
Uganda,2022,Arabica,990.0
Uganda,2022,Robusta,5575.0
Uganda,2023,Arabica,1000.0
Uganda,2023,Robusta,5400.0
Uganda,2024,Arabica,1030.0
Uganda,2024,Robusta,5670.0
Uganda,2025,Arabica,1060.0
Uganda,2025,Robusta,5815.0
Ukraine,2015,Arabica,0.0
Ukraine,2015,Robusta,0.0
Ukraine,2016,Arabica,0.0
Ukraine,2016,Robusta,0.0
Ukraine,2017,Arabica,0.0
Ukraine,2017,Robusta,0.0
Ukraine,2018,Arabica,0.0
Ukraine,2018,Robusta,0.0
Ukraine,2019,Arabica,0.0
Ukraine,2019,Robusta,0.0
Ukraine,2020,Arabica,0.0
Ukraine,2020,Robusta,0.0
Ukraine,2021,Arabica,0.0
Ukraine,2021,Robusta,0.0
Ukraine,2022,Arabica,0.0
Ukraine,2022,Robusta,0.0
Ukraine,2023,Arabica,0.0
Ukraine,2023,Robusta,0.0
Ukraine,2024,Arabica,0.0
Ukraine,2024,Robusta,0.0
Ukraine,2025,Arabica,0.0
Ukraine,2025,Robusta,0.0
United Kingdom,2016,Arabica,0.0
United Kingdom,2016,Robusta,0.0
United Kingdom,2017,Arabica,0.0
United Kingdom,2017,Robusta,0.0
United Kingdom,2018,Arabica,0.0
United Kingdom,2018,Robusta,0.0
United Kingdom,2019,Arabica,0.0
United Kingdom,2019,Robusta,0.0
United Kingdom,2020,Arabica,0.0
United Kingdom,2020,Robusta,0.0
United Kingdom,2021,Arabica,0.0
United Kingdom,2021,Robusta,0.0
United Kingdom,2022,Arabica,0.0
United Kingdom,2022,Robusta,0.0
United Kingdom,2023,Arabica,0.0
United Kingdom,2023,Robusta,0.0
United Kingdom,2024,Arabica,0.0
United Kingdom,2024,Robusta,0.0
United Kingdom,2025,Arabica,0.0
United Kingdom,2025,Robusta,0.0
United States,2015,Arabica,40.0
United States,2015,Robusta,0.0
United States,2016,Arabica,33.0
United States,2016,Robusta,0.0
United States,2017,Arabica,32.0
United States,2017,Robusta,0.0
United States,2018,Arabica,54.0
United States,2018,Robusta,0.0
United States,2019,Arabica,39.0
United States,2019,Robusta,0.0
United States,2020,Arabica,33.0
United States,2020,Robusta,0.0
United States,2021,Arabica,38.0
United States,2021,Robusta,0.0
United States,2022,Arabica,40.0
United States,2022,Robusta,0.0
United States,2023,Arabica,50.0
United States,2023,Robusta,0.0
United States,2024,Arabica,50.0
United States,2024,Robusta,0.0
United States,2025,Arabica,50.0
United States,2025,Robusta,0.0
Uruguay,2015,Arabica,0.0
Uruguay,2015,Robusta,0.0
Uruguay,2016,Arabica,0.0
Uruguay,2016,Robusta,0.0
Uruguay,2017,Arabica,0.0
Uruguay,2017,Robusta,0.0
Uruguay,2018,Arabica,0.0
Uruguay,2018,Robusta,0.0
Uruguay,2019,Arabica,0.0
Uruguay,2019,Robusta,0.0
Uruguay,2020,Arabica,0.0
Uruguay,2020,Robusta,0.0
Uruguay,2021,Arabica,0.0
Uruguay,2021,Robusta,0.0
Uruguay,2022,Arabica,0.0
Uruguay,2022,Robusta,0.0
Uruguay,2023,Arabica,0.0
Uruguay,2023,Robusta,0.0
Uruguay,2024,Arabica,0.0
Uruguay,2024,Robusta,0.0
Uruguay,2025,Arabica,0.0
Uruguay,2025,Robusta,0.0
Venezuela,2015,Arabica,500.0
Venezuela,2015,Robusta,0.0
Venezuela,2016,Arabica,530.0
Venezuela,2016,Robusta,0.0
Venezuela,2017,Arabica,575.0
Venezuela,2017,Robusta,0.0
Venezuela,2018,Arabica,585.0
Venezuela,2018,Robusta,0.0
Venezuela,2019,Arabica,550.0
Venezuela,2019,Robusta,0.0
Venezuela,2020,Arabica,480.0
Venezuela,2020,Robusta,0.0
Venezuela,2021,Arabica,500.0
Venezuela,2021,Robusta,0.0
Venezuela,2022,Arabica,500.0
Venezuela,2022,Robusta,0.0
Venezuela,2023,Arabica,500.0
Venezuela,2023,Robusta,0.0
Venezuela,2024,Arabica,500.0
Venezuela,2024,Robusta,0.0
Venezuela,2025,Arabica,500.0
Venezuela,2025,Robusta,0.0
Vietnam,2015,Arabica,1100.0
Vietnam,2015,Robusta,27830.0
Vietnam,2016,Arabica,1100.0
Vietnam,2016,Robusta,25600.0
Vietnam,2017,Arabica,1026.0
Vietnam,2017,Robusta,28274.0
Vietnam,2018,Arabica,1064.0
Vietnam,2018,Robusta,29336.0
Vietnam,2019,Arabica,1100.0
Vietnam,2019,Robusta,30200.0
Vietnam,2020,Arabica,950.0
Vietnam,2020,Robusta,28050.0
Vietnam,2021,Arabica,1100.0
Vietnam,2021,Robusta,30480.0
Vietnam,2022,Arabica,1000.0
Vietnam,2022,Robusta,27300.0
Vietnam,2023,Arabica,1000.0
Vietnam,2023,Robusta,26550.0
Vietnam,2024,Arabica,1000.0
Vietnam,2024,Robusta,28000.0
Vietnam,2025,Arabica,1200.0
Vietnam,2025,Robusta,29600.0
Yemen,2015,Arabica,0.0
Yemen,2015,Robusta,0.0
Yemen,2016,Arabica,0.0
Yemen,2016,Robusta,0.0
Yemen,2017,Arabica,0.0
Yemen,2017,Robusta,0.0
Yemen,2018,Arabica,0.0
Yemen,2018,Robusta,0.0
Yemen,2019,Arabica,0.0
Yemen,2019,Robusta,0.0
Yemen,2020,Arabica,0.0
Yemen,2020,Robusta,0.0
Yemen,2021,Arabica,0.0
Yemen,2021,Robusta,0.0
Yemen,2022,Arabica,0.0
Yemen,2022,Robusta,0.0
Yemen,2023,Arabica,0.0
Yemen,2023,Robusta,0.0
Yemen,2024,Arabica,0.0
Yemen,2024,Robusta,0.0
Yemen,2025,Arabica,0.0
Yemen,2025,Robusta,0.0
Zambia,2015,Arabica,0.0
Zambia,2015,Robusta,0.0
Zambia,2016,Arabica,0.0
Zambia,2016,Robusta,0.0
Zambia,2017,Arabica,0.0
Zambia,2017,Robusta,0.0
Zambia,2018,Arabica,0.0
Zambia,2018,Robusta,0.0
Zambia,2019,Arabica,0.0
Zambia,2019,Robusta,0.0
Zambia,2020,Arabica,0.0
Zambia,2020,Robusta,0.0
Zambia,2021,Arabica,0.0
Zambia,2021,Robusta,0.0
Zambia,2022,Arabica,0.0
Zambia,2022,Robusta,0.0
Zambia,2023,Arabica,0.0
Zambia,2023,Robusta,0.0
Zambia,2024,Arabica,0.0
Zambia,2024,Robusta,0.0
Zambia,2025,Arabica,0.0
Zambia,2025,Robusta,0.0
Zimbabwe,2015,Arabica,0.0
Zimbabwe,2015,Robusta,0.0
Zimbabwe,2016,Arabica,0.0
Zimbabwe,2016,Robusta,0.0
Zimbabwe,2017,Arabica,0.0
Zimbabwe,2017,Robusta,0.0
Zimbabwe,2018,Arabica,0.0
Zimbabwe,2018,Robusta,0.0
Zimbabwe,2019,Arabica,0.0
Zimbabwe,2019,Robusta,0.0
Zimbabwe,2020,Arabica,0.0
Zimbabwe,2020,Robusta,0.0
Zimbabwe,2021,Arabica,0.0
Zimbabwe,2021,Robusta,0.0
Zimbabwe,2022,Arabica,0.0
Zimbabwe,2022,Robusta,0.0
Zimbabwe,2023,Arabica,0.0
Zimbabwe,2023,Robusta,0.0
Zimbabwe,2024,Arabica,0.0
Zimbabwe,2024,Robusta,0.0
Zimbabwe,2025,Arabica,0.0
Zimbabwe,2025,Robusta,0.0
