country,year,species,production_bags_1000
Guinea,2025,Robusta,190.0
Guyana,2015,Arabica,0.0
Guyana,2015,Robusta,0.0
Guyana,2016,Arabica,0.0
Guyana,2016,Robusta,0.0
Guyana,2017,Arabica,0.0
Guyana,2017,Robusta,0.0
Guyana,2018,Arabica,0.0
Guyana,2018,Robusta,0.0
Guyana,2019,Arabica,0.0
Guyana,2019,Robusta,0.0
Guyana,2020,Arabica,0.0
Guyana,2020,Robusta,0.0
Guyana,2021,Arabica,0.0
Guyana,2021,Robusta,0.0
Guyana,2022,Arabica,0.0
Guyana,2022,Robusta,0.0
Guyana,2023,Arabica,0.0
Guyana,2023,Robusta,0.0
Guyana,2024,Arabica,0.0
Guyana,2024,Robusta,0.0
Guyana,2025,Arabica,0.0
Guyana,2025,Robusta,0.0
Haiti,2015,Arabica,0.0
Haiti,2015,Robusta,0.0
Haiti,2016,Arabica,0.0
Haiti,2016,Robusta,0.0
Haiti,2017,Arabica,0.0
Haiti,2017,Robusta,0.0
Haiti,2018,Arabica,0.0
Haiti,2018,Robusta,0.0
Haiti,2019,Arabica,0.0
Haiti,2019,Robusta,0.0
Haiti,2020,Arabica,0.0
Haiti,2020,Robusta,0.0
Haiti,2021,Arabica,0.0
Haiti,2021,Robusta,0.0
Haiti,2022,Arabica,0.0
Haiti,2022,Robusta,0.0
Haiti,2023,Arabica,0.0
Haiti,2023,Robusta,0.0
Haiti,2024,Arabica,0.0
Haiti,2024,Robusta,0.0
Haiti,2025,Arabica,0.0
Haiti,2025,Robusta,0.0
Honduras,2015,Arabica,5300.0
Honduras,2015,Robusta,0.0
Honduras,2016,Arabica,7510.0
Honduras,2016,Robusta,0.0
Honduras,2017,Arabica,7600.0
Honduras,2017,Robusta,0.0
Honduras,2018,Arabica,7100.0
Honduras,2018,Robusta,0.0
Honduras,2019,Arabica,5200.0
Honduras,2019,Robusta,0.0
Honduras,2020,Arabica,6500.0
Honduras,2020,Robusta,0.0
Honduras,2021,Arabica,4800.0
Honduras,2021,Robusta,0.0
Honduras,2022,Arabica,5700.0
Honduras,2022,Robusta,0.0
Honduras,2023,Arabica,5050.0
Honduras,2023,Robusta,0.0
Honduras,2024,Arabica,5000.0
Honduras,2024,Robusta,0.0
Honduras,2025,Arabica,5800.0
Honduras,2025,Robusta,0.0
India,2015,Arabica,1725.0
India,2015,Robusta,4075.0
India,2016,Arabica,1583.0
India,2016,Robusta,3617.0
India,2017,Arabica,1583.0
India,2017,Robusta,3683.0
India,2018,Arabica,1583.0
India,2018,Robusta,3742.0
India,2019,Arabica,1450.0
India,2019,Robusta,3517.0
India,2020,Arabica,1650.0
India,2020,Robusta,3917.0
India,2021,Arabica,1583.0
India,2021,Robusta,4117.0
India,2022,Arabica,1667.0
India,2022,Robusta,4200.0
India,2023,Arabica,1480.0
India,2023,Robusta,5080.0
India,2024,Arabica,1400.0
India,2024,Robusta,4800.0
India,2025,Arabica,1350.0
India,2025,Robusta,4700.0
Indonesia,2015,Arabica,1500.0
Indonesia,2015,Robusta,10600.0
Indonesia,2016,Arabica,1300.0
Indonesia,2016,Robusta,9300.0
Indonesia,2017,Arabica,1000.0
Indonesia,2017,Robusta,9400.0
Indonesia,2018,Arabica,1200.0
Indonesia,2018,Robusta,9400.0
Indonesia,2019,Arabica,1250.0
Indonesia,2019,Robusta,9450.0
Indonesia,2020,Arabica,1300.0
Indonesia,2020,Robusta,9400.0
Indonesia,2021,Arabica,1280.0
Indonesia,2021,Robusta,9300.0
Indonesia,2022,Arabica,1200.0
Indonesia,2022,Robusta,9500.0
Indonesia,2023,Arabica,1350.0
Indonesia,2023,Robusta,6800.0
Indonesia,2024,Arabica,1400.0
Indonesia,2024,Robusta,9300.0
Indonesia,2025,Arabica,1450.0
Indonesia,2025,Robusta,11000.0
Iran,2015,Arabica,0.0
Iran,2015,Robusta,0.0
Iran,2016,Arabica,0.0
Iran,2016,Robusta,0.0
Iran,2017,Arabica,0.0
Iran,2017,Robusta,0.0
Iran,2018,Arabica,0.0
Iran,2018,Robusta,0.0
Iran,2019,Arabica,0.0
Iran,2019,Robusta,0.0
Iran,2020,Arabica,0.0
Iran,2020,Robusta,0.0
Iran,2021,Arabica,0.0
Iran,2021,Robusta,0.0
Iran,2022,Arabica,0.0
Iran,2022,Robusta,0.0
Iran,2023,Arabica,0.0
Iran,2023,Robusta,0.0
Iran,2024,Arabica,0.0
Iran,2024,Robusta,0.0
Iran,2025,Arabica,0.0
Iran,2025,Robusta,0.0
Jamaica,2015,Arabica,27.0
Jamaica,2015,Robusta,0.0
Jamaica,2016,Arabica,16.0
Jamaica,2016,Robusta,0.0
Jamaica,2017,Arabica,16.0
Jamaica,2017,Robusta,0.0
Jamaica,2018,Arabica,15.0
Jamaica,2018,Robusta,0.0
Jamaica,2019,Arabica,16.0
Jamaica,2019,Robusta,0.0
Jamaica,2020,Arabica,15.0
Jamaica,2020,Robusta,0.0
Jamaica,2021,Arabica,15.0
Jamaica,2021,Robusta,0.0
Jamaica,2022,Arabica,18.0
Jamaica,2022,Robusta,0.0
Jamaica,2023,Arabica,19.0
Jamaica,2023,Robusta,0.0
Jamaica,2024,Arabica,15.0
Jamaica,2024,Robusta,0.0
Jamaica,2025,Arabica,20.0
Jamaica,2025,Robusta,0.0
Japan,2015,Arabica,0.0
Japan,2015,Robusta,0.0
Japan,2016,Arabica,0.0
Japan,2016,Robusta,0.0
Japan,2017,Arabica,0.0
Japan,2017,Robusta,0.0
Japan,2018,Arabica,0.0
Japan,2018,Robusta,0.0
Japan,2019,Arabica,0.0
Japan,2019,Robusta,0.0
Japan,2020,Arabica,0.0
Japan,2020,Robusta,0.0
Japan,2021,Arabica,0.0
Japan,2021,Robusta,0.0
Japan,2022,Arabica,0.0
Japan,2022,Robusta,0.0
Japan,2023,Arabica,0.0
Japan,2023,Robusta,0.0
Japan,2024,Arabica,0.0
Japan,2024,Robusta,0.0
Japan,2025,Arabica,0.0
Japan,2025,Robusta,0.0
Jordan,2015,Arabica,0.0
Jordan,2015,Robusta,0.0
Jordan,2016,Arabica,0.0
Jordan,2016,Robusta,0.0
Jordan,2017,Arabica,0.0
Jordan,2017,Robusta,0.0
Jordan,2018,Arabica,0.0
Jordan,2018,Robusta,0.0
Jordan,2019,Arabica,0.0
Jordan,2019,Robusta,0.0
Jordan,2020,Arabica,0.0
Jordan,2020,Robusta,0.0
Jordan,2021,Arabica,0.0
Jordan,2021,Robusta,0.0
Jordan,2022,Arabica,0.0
Jordan,2022,Robusta,0.0
Jordan,2023,Arabica,0.0
Jordan,2023,Robusta,0.0
Jordan,2024,Arabica,0.0
Jordan,2024,Robusta,0.0
Jordan,2025,Arabica,0.0
Jordan,2025,Robusta,0.0
Kazakhstan,2015,Arabica,0.0
Kazakhstan,2015,Robusta,0.0
Kazakhstan,2016,Arabica,0.0
Kazakhstan,2016,Robusta,0.0
Kazakhstan,2017,Arabica,0.0
Kazakhstan,2017,Robusta,0.0
Kazakhstan,2018,Arabica,0.0
Kazakhstan,2018,Robusta,0.0
Kazakhstan,2019,Arabica,0.0
Kazakhstan,2019,Robusta,0.0
Kazakhstan,2020,Arabica,0.0
Kazakhstan,2020,Robusta,0.0
Kazakhstan,2021,Arabica,0.0
Kazakhstan,2021,Robusta,0.0
Kazakhstan,2022,Arabica,0.0
Kazakhstan,2022,Robusta,0.0
Kazakhstan,2023,Arabica,0.0
Kazakhstan,2023,Robusta,0.0
Kazakhstan,2024,Arabica,0.0
Kazakhstan,2024,Robusta,0.0
Kazakhstan,2025,Arabica,0.0
Kazakhstan,2025,Robusta,0.0
Kenya,2015,Arabica,750.0
Kenya,2015,Robusta,0.0
Kenya,2016,Arabica,850.0
Kenya,2016,Robusta,0.0
Kenya,2017,Arabica,720.0
Kenya,2017,Robusta,0.0
Kenya,2018,Arabica,850.0
Kenya,2018,Robusta,0.0
Kenya,2019,Arabica,750.0
Kenya,2019,Robusta,0.0
Kenya,2020,Arabica,693.0
Kenya,2020,Robusta,0.0
Kenya,2021,Arabica,860.0
Kenya,2021,Robusta,0.0
Kenya,2022,Arabica,750.0
Kenya,2022,Robusta,0.0
Kenya,2023,Arabica,825.0
Kenya,2023,Robusta,0.0
Kenya,2024,Arabica,1000.0
Kenya,2024,Robusta,0.0
Kenya,2025,Arabica,850.0
Kenya,2025,Robusta,0.0
"Korea, South",2015,Arabica,0.0
"Korea, South",2015,Robusta,0.0
"Korea, South",2016,Arabica,0.0
"Korea, South",2016,Robusta,0.0
"Korea, South",2017,Arabica,0.0
"Korea, South",2017,Robusta,0.0
"Korea, South",2018,Arabica,0.0
"Korea, South",2018,Robusta,0.0
"Korea, South",2019,Arabica,0.0
"Korea, South",2019,Robusta,0.0
"Korea, South",2020,Arabica,0.0
"Korea, South",2020,Robusta,0.0
"Korea, South",2021,Arabica,0.0
"Korea, South",2021,Robusta,0.0
"Korea, South",2022,Arabica,0.0
"Korea, South",2022,Robusta,0.0
"Korea, South",2023,Arabica,0.0
"Korea, South",2023,Robusta,0.0
"Korea, South",2024,Arabica,0.0
"Korea, South",2024,Robusta,0.0
"Korea, South",2025,Arabica,0.0
"Korea, South",2025,Robusta,0.0
Kosovo,2015,Arabica,0.0
Kosovo,2015,Robusta,0.0
Kosovo,2016,Arabica,0.0
Kosovo,2016,Robusta,0.0
Kosovo,2017,Arabica,0.0
Kosovo,2017,Robusta,0.0
Kosovo,2018,Arabica,0.0
Kosovo,2018,Robusta,0.0
Kosovo,2019,Arabica,0.0
Kosovo,2019,Robusta,0.0
Kosovo,2020,Arabica,0.0
Kosovo,2020,Robusta,0.0
Kosovo,2021,Arabica,0.0
Kosovo,2021,Robusta,0.0
Kosovo,2022,Arabica,0.0
Kosovo,2022,Robusta,0.0
Kosovo,2023,Arabica,0.0
Kosovo,2023,Robusta,0.0
Kosovo,2024,Arabica,0.0
Kosovo,2024,Robusta,0.0
Kosovo,2025,Arabica,0.0
Kosovo,2025,Robusta,0.0
Laos,2015,Arabica,0.0
Laos,2015,Robusta,475.0
Laos,2016,Arabica,0.0
Laos,2016,Robusta,410.0
Laos,2017,Arabica,0.0
Laos,2017,Robusta,450.0
Laos,2018,Arabica,0.0
Laos,2018,Robusta,375.0
Laos,2019,Arabica,0.0
Laos,2019,Robusta,440.0
Laos,2020,Arabica,0.0
Laos,2020,Robusta,485.0
Laos,2021,Arabica,0.0
Laos,2021,Robusta,385.0
Laos,2022,Arabica,0.0
Laos,2022,Robusta,410.0
Laos,2023,Arabica,0.0
Laos,2023,Robusta,410.0
Laos,2024,Arabica,0.0
Laos,2024,Robusta,430.0
Laos,2025,Arabica,0.0
Laos,2025,Robusta,430.0
Liberia,2015,Arabica,0.0
Liberia,2015,Robusta,0.0
Liberia,2016,Arabica,0.0
Liberia,2016,Robusta,0.0
Liberia,2017,Arabica,0.0
Liberia,2017,Robusta,0.0
Liberia,2018,Arabica,0.0
Liberia,2018,Robusta,0.0
Liberia,2019,Arabica,0.0
Liberia,2019,Robusta,0.0
Liberia,2020,Arabica,0.0
Liberia,2020,Robusta,0.0
Liberia,2021,Arabica,0.0
Liberia,2021,Robusta,0.0
Liberia,2022,Arabica,0.0
Liberia,2022,Robusta,0.0
Liberia,2023,Arabica,0.0
Liberia,2023,Robusta,0.0
Liberia,2024,Arabica,0.0
Liberia,2024,Robusta,0.0
Liberia,2025,Arabica,0.0
Liberia,2025,Robusta,0.0
Madagascar,2015,Arabica,25.0
Madagascar,2015,Robusta,230.0
Madagascar,2016,Arabica,25.0
Madagascar,2016,Robusta,270.0
Madagascar,2017,Arabica,25.0
Madagascar,2017,Robusta,225.0
Madagascar,2018,Arabica,30.0
Madagascar,2018,Robusta,250.0
Madagascar,2019,Arabica,25.0
Madagascar,2019,Robusta,300.0
Madagascar,2020,Arabica,25.0
Madagascar,2020,Robusta,300.0
Madagascar,2021,Arabica,25.0
Madagascar,2021,Robusta,275.0
Madagascar,2022,Arabica,25.0
Madagascar,2022,Robusta,300.0
Madagascar,2023,Arabica,25.0
Madagascar,2023,Robusta,275.0
Madagascar,2024,Arabica,25.0
Madagascar,2024,Robusta,275.0
Madagascar,2025,Arabica,25.0
Madagascar,2025,Robusta,275.0
Malawi,2015,Arabica,23.0
Malawi,2015,Robusta,0.0
Malawi,2016,Arabica,16.0
Malawi,2016,Robusta,0.0
Malawi,2017,Arabica,12.0
Malawi,2017,Robusta,0.0
Malawi,2018,Arabica,11.0
Malawi,2018,Robusta,0.0
Malawi,2019,Arabica,10.0
Malawi,2019,Robusta,0.0
Malawi,2020,Arabica,0.0
Malawi,2020,Robusta,0.0
Malawi,2021,Arabica,0.0
Malawi,2021,Robusta,0.0
Malawi,2022,Arabica,0.0
Malawi,2022,Robusta,0.0
Malawi,2023,Arabica,0.0
Malawi,2023,Robusta,0.0
Malawi,2024,Arabica,0.0
Malawi,2024,Robusta,0.0
Malawi,2025,Arabica,0.0
Malawi,2025,Robusta,0.0
Malaysia,2015,Arabica,0.0
Malaysia,2015,Robusta,2200.0
Malaysia,2016,Arabica,0.0
Malaysia,2016,Robusta,2100.0
Malaysia,2017,Arabica,0.0
Malaysia,2017,Robusta,2100.0
Malaysia,2018,Arabica,0.0
Malaysia,2018,Robusta,2100.0
Malaysia,2019,Arabica,0.0
Malaysia,2019,Robusta,1900.0
Malaysia,2020,Arabica,0.0
Malaysia,2020,Robusta,2000.0
Malaysia,2021,Arabica,0.0
Malaysia,2021,Robusta,2000.0
Malaysia,2022,Arabica,0.0
Malaysia,2022,Robusta,2000.0
Malaysia,2023,Arabica,0.0
Malaysia,2023,Robusta,1330.0
Malaysia,2024,Arabica,0.0
Malaysia,2024,Robusta,1400.0
Malaysia,2025,Arabica,0.0
Malaysia,2025,Robusta,1500.0
Mexico,2015,Arabica,2125.0
Mexico,2015,Robusta,175.0
Mexico,2016,Arabica,3100.0
Mexico,2016,Robusta,200.0
Mexico,2017,Arabica,3800.0
Mexico,2017,Robusta,200.0
Mexico,2018,Arabica,3100.0
Mexico,2018,Robusta,450.0
Mexico,2019,Arabica,3150.0
Mexico,2019,Robusta,550.0
Mexico,2020,Arabica,3000.0
Mexico,2020,Robusta,530.0
Mexico,2021,Arabica,3200.0
Mexico,2021,Robusta,540.0
Mexico,2022,Arabica,3000.0
Mexico,2022,Robusta,545.0
Mexico,2023,Arabica,3356.0
Mexico,2023,Robusta,500.0
Mexico,2024,Arabica,3530.0
Mexico,2024,Robusta,340.0
Mexico,2025,Arabica,3540.0
Mexico,2025,Robusta,363.0
Montenegro,2015,Arabica,0.0
Montenegro,2015,Robusta,0.0
Montenegro,2016,Arabica,0.0
Montenegro,2016,Robusta,0.0
Montenegro,2017,Arabica,0.0
Montenegro,2017,Robusta,0.0
Montenegro,2018,Arabica,0.0
Montenegro,2018,Robusta,0.0
Montenegro,2019,Arabica,0.0
Montenegro,2019,Robusta,0.0
Montenegro,2020,Arabica,0.0
Montenegro,2020,Robusta,0.0
Montenegro,2021,Arabica,0.0
Montenegro,2021,Robusta,0.0
Montenegro,2022,Arabica,0.0
Montenegro,2022,Robusta,0.0
Montenegro,2023,Arabica,0.0
Montenegro,2023,Robusta,0.0
Montenegro,2024,Arabica,0.0
Montenegro,2024,Robusta,0.0
Montenegro,2025,Arabica,0.0
Montenegro,2025,Robusta,0.0
Morocco,2015,Arabica,0.0
Morocco,2015,Robusta,0.0
Morocco,2016,Arabica,0.0
Morocco,2016,Robusta,0.0
Morocco,2017,Arabica,0.0
Morocco,2017,Robusta,0.0
Morocco,2018,Arabica,0.0
Morocco,2018,Robusta,0.0
Morocco,2019,Arabica,0.0
Morocco,2019,Robusta,0.0
Morocco,2020,Arabica,0.0
Morocco,2020,Robusta,0.0
Morocco,2021,Arabica,0.0
Morocco,2021,Robusta,0.0
Morocco,2022,Arabica,0.0
Morocco,2022,Robusta,0.0
Morocco,2023,Arabica,0.0
Morocco,2023,Robusta,0.0
Morocco,2024,Arabica,0.0
Morocco,2024,Robusta,0.0
Morocco,2025,Arabica,0.0
Morocco,2025,Robusta,0.0
New Caledonia,2015,Arabica,0.0
New Caledonia,2015,Robusta,0.0
New Caledonia,2016,Arabica,0.0
New Caledonia,2016,Robusta,0.0
New Caledonia,2017,Arabica,0.0
New Caledonia,2017,Robusta,0.0
New Caledonia,2018,Arabica,0.0
New Caledonia,2018,Robusta,0.0
New Caledonia,2019,Arabica,0.0
New Caledonia,2019,Robusta,0.0
New Caledonia,2020,Arabica,0.0
New Caledonia,2020,Robusta,0.0
New Caledonia,2021,Arabica,0.0
New Caledonia,2021,Robusta,0.0
New Caledonia,2022,Arabica,0.0
New Caledonia,2022,Robusta,0.0
New Caledonia,2023,Arabica,0.0
New Caledonia,2023,Robusta,0.0
New Caledonia,2024,Arabica,0.0
New Caledonia,2024,Robusta,0.0
New Caledonia,2025,Arabica,0.0
New Caledonia,2025,Robusta,0.0
New Zealand,2015,Arabica,0.0
New Zealand,2015,Robusta,0.0
New Zealand,2016,Arabica,0.0
New Zealand,2016,Robusta,0.0
New Zealand,2017,Arabica,0.0
New Zealand,2017,Robusta,0.0
New Zealand,2018,Arabica,0.0
New Zealand,2018,Robusta,0.0
New Zealand,2019,Arabica,0.0
New Zealand,2019,Robusta,0.0
New Zealand,2020,Arabica,0.0
New Zealand,2020,Robusta,0.0
New Zealand,2021,Arabica,0.0
New Zealand,2021,Robusta,0.0
New Zealand,2022,Arabica,0.0
New Zealand,2022,Robusta,0.0
New Zealand,2023,Arabica,0.0
New Zealand,2023,Robusta,0.0
New Zealand,2024,Arabica,0.0
New Zealand,2024,Robusta,0.0
New Zealand,2025,Arabica,0.0
New Zealand,2025,Robusta,0.0
Nicaragua,2015,Arabica,2100.0
Nicaragua,2015,Robusta,25.0
Nicaragua,2016,Arabica,2600.0
Nicaragua,2016,Robusta,25.0
Nicaragua,2017,Arabica,2700.0
Nicaragua,2017,Robusta,30.0
Nicaragua,2018,Arabica,2900.0
Nicaragua,2018,Robusta,50.0
Nicaragua,2019,Arabica,2675.0
Nicaragua,2019,Robusta,80.0
Nicaragua,2020,Arabica,2550.0
Nicaragua,2020,Robusta,100.0
Nicaragua,2021,Arabica,2718.0
Nicaragua,2021,Robusta,120.0
Nicaragua,2022,Arabica,2430.0
Nicaragua,2022,Robusta,160.0
Nicaragua,2023,Arabica,2187.0
Nicaragua,2023,Robusta,160.0
Nicaragua,2024,Arabica,2400.0
Nicaragua,2024,Robusta,160.0
Nicaragua,2025,Arabica,2420.0
Nicaragua,2025,Robusta,160.0
Nigeria,2015,Arabica,0.0
Nigeria,2015,Robusta,20.0
Nigeria,2016,Arabica,0.0
Nigeria,2016,Robusta,10.0
Nigeria,2017,Arabica,0.0
Nigeria,2017,Robusta,5.0
Nigeria,2018,Arabica,0.0
Nigeria,2018,Robusta,0.0
Nigeria,2019,Arabica,0.0
Nigeria,2019,Robusta,0.0
Nigeria,2020,Arabica,0.0
Nigeria,2020,Robusta,0.0
Nigeria,2021,Arabica,0.0
Nigeria,2021,Robusta,0.0
Nigeria,2022,Arabica,0.0
Nigeria,2022,Robusta,0.0
Nigeria,2023,Arabica,0.0
Nigeria,2023,Robusta,0.0
Nigeria,2024,Arabica,0.0
Nigeria,2024,Robusta,0.0
Nigeria,2025,Arabica,0.0
Nigeria,2025,Robusta,0.0
North Macedonia,2015,Arabica,0.0
North Macedonia,2015,Robusta,0.0
North Macedonia,2016,Arabica,0.0
North Macedonia,2016,Robusta,0.0
North Macedonia,2017,Arabica,0.0
North Macedonia,2017,Robusta,0.0
North Macedonia,2018,Arabica,0.0
North Macedonia,2018,Robusta,0.0
North Macedonia,2019,Arabica,0.0
North Macedonia,2019,Robusta,0.0
North Macedonia,2020,Arabica,0.0
North Macedonia,2020,Robusta,0.0
North Macedonia,2021,Arabica,0.0
North Macedonia,2021,Robusta,0.0
North Macedonia,2022,Arabica,0.0
North Macedonia,2022,Robusta,0.0
North Macedonia,2023,Arabica,0.0
North Macedonia,2023,Robusta,0.0
North Macedonia,2024,Arabica,0.0
North Macedonia,2024,Robusta,0.0
North Macedonia,2025,Arabica,0.0
North Macedonia,2025,Robusta,0.0
Norway,2015,Arabica,0.0
Norway,2015,Robusta,0.0
Norway,2016,Arabica,0.0
Norway,2016,Robusta,0.0
Norway,2017,Arabica,0.0
Norway,2017,Robusta,0.0
Norway,2018,Arabica,0.0
Norway,2018,Robusta,0.0
Norway,2019,Arabica,0.0
Norway,2019,Robusta,0.0
Norway,2020,Arabica,0.0
Norway,2020,Robusta,0.0
Norway,2021,Arabica,0.0
Norway,2021,Robusta,0.0
Norway,2022,Arabica,0.0
Norway,2022,Robusta,0.0
Norway,2023,Arabica,0.0
Norway,2023,Robusta,0.0
Norway,2024,Arabica,0.0
Norway,2024,Robusta,0.0
Norway,2025,Arabica,0.0
Norway,2025,Robusta,0.0
Panama,2015,Arabica,85.0
Panama,2015,Robusta,0.0
Panama,2016,Arabica,95.0
Panama,2016,Robusta,0.0
Panama,2017,Arabica,75.0
Panama,2017,Robusta,0.0
Panama,2018,Arabica,75.0
Panama,2018,Robusta,0.0
Panama,2019,Arabica,75.0
Panama,2019,Robusta,0.0
Panama,2020,Arabica,75.0
Panama,2020,Robusta,0.0
Panama,2021,Arabica,75.0
Panama,2021,Robusta,0.0
Panama,2022,Arabica,85.0
Panama,2022,Robusta,0.0
Panama,2023,Arabica,75.0
Panama,2023,Robusta,0.0
Panama,2024,Arabica,100.0
Panama,2024,Robusta,0.0
Panama,2025,Arabica,80.0
Panama,2025,Robusta,0.0
Papua New Guinea,2015,Arabica,700.0
Papua New Guinea,2015,Robusta,50.0
Papua New Guinea,2016,Arabica,1065.0
Papua New Guinea,2016,Robusta,50.0
Papua New Guinea,2017,Arabica,760.0
Papua New Guinea,2017,Robusta,50.0
Papua New Guinea,2018,Arabica,915.0
Papua New Guinea,2018,Robusta,50.0
Papua New Guinea,2019,Arabica,775.0
Papua New Guinea,2019,Robusta,50.0
Papua New Guinea,2020,Arabica,650.0
Papua New Guinea,2020,Robusta,50.0
Papua New Guinea,2021,Arabica,725.0
Papua New Guinea,2021,Robusta,50.0
Papua New Guinea,2022,Arabica,825.0
Papua New Guinea,2022,Robusta,50.0
Papua New Guinea,2023,Arabica,930.0
Papua New Guinea,2023,Robusta,50.0
Papua New Guinea,2024,Arabica,800.0
Papua New Guinea,2024,Robusta,40.0
Papua New Guinea,2025,Arabica,900.0
Papua New Guinea,2025,Robusta,50.0
Paraguay,2015,Arabica,0.0
Paraguay,2015,Robusta,0.0
Paraguay,2016,Arabica,0.0
Paraguay,2016,Robusta,0.0
Paraguay,2017,Arabica,0.0
Paraguay,2017,Robusta,0.0
Paraguay,2018,Arabica,0.0
Paraguay,2018,Robusta,0.0
Paraguay,2019,Arabica,0.0
Paraguay,2019,Robusta,0.0
Paraguay,2020,Arabica,0.0
Paraguay,2020,Robusta,0.0
Paraguay,2021,Arabica,0.0
Paraguay,2021,Robusta,0.0
Paraguay,2022,Arabica,0.0
Paraguay,2022,Robusta,0.0
Paraguay,2023,Arabica,0.0
Paraguay,2023,Robusta,0.0
Paraguay,2024,Arabica,0.0
Paraguay,2024,Robusta,0.0
Paraguay,2025,Arabica,0.0
Paraguay,2025,Robusta,0.0
Peru,2015,Arabica,3500.0
Peru,2015,Robusta,0.0
Peru,2016,Arabica,4225.0
Peru,2016,Robusta,0.0
Peru,2017,Arabica,4375.0
Peru,2017,Robusta,0.0
Peru,2018,Arabica,4390.0
Peru,2018,Robusta,0.0
Peru,2019,Arabica,3925.0
Peru,2019,Robusta,0.0
Peru,2020,Arabica,3369.0
Peru,2020,Robusta,0.0
Peru,2021,Arabica,4200.0
Peru,2021,Robusta,0.0
Peru,2022,Arabica,3475.0
Peru,2022,Robusta,0.0
Peru,2023,Arabica,3912.0
Peru,2023,Robusta,0.0
Peru,2024,Arabica,3700.0
Peru,2024,Robusta,0.0
Peru,2025,Arabica,4200.0
Peru,2025,Robusta,0.0
Philippines,2015,Arabica,25.0
Philippines,2015,Robusta,400.0
Philippines,2016,Arabica,25.0
Philippines,2016,Robusta,450.0
Philippines,2017,Arabica,25.0
Philippines,2017,Robusta,425.0
Philippines,2018,Arabica,25.0
Philippines,2018,Robusta,400.0
Philippines,2019,Arabica,25.0
Philippines,2019,Robusta,425.0
Philippines,2020,Arabica,25.0
Philippines,2020,Robusta,400.0
Philippines,2021,Arabica,25.0
Philippines,2021,Robusta,425.0
Philippines,2022,Arabica,25.0
Philippines,2022,Robusta,450.0
Philippines,2023,Arabica,25.0
Philippines,2023,Robusta,425.0
Philippines,2024,Arabica,25.0
Philippines,2024,Robusta,425.0
Philippines,2025,Arabica,25.0
Philippines,2025,Robusta,425.0
Russia,2015,Arabica,0.0
Russia,2015,Robusta,0.0
Russia,2016,Arabica,0.0
Russia,2016,Robusta,0.0
Russia,2017,Arabica,0.0
Russia,2017,Robusta,0.0
Russia,2018,Arabica,0.0
Russia,2018,Robusta,0.0
Russia,2019,Arabica,0.0
Russia,2019,Robusta,0.0
Russia,2020,Arabica,0.0
Russia,2020,Robusta,0.0
Russia,2021,Arabica,0.0
Russia,2021,Robusta,0.0
Russia,2022,Arabica,0.0
Russia,2022,Robusta,0.0
Russia,2023,Arabica,0.0
Russia,2023,Robusta,0.0
Russia,2024,Arabica,0.0
Russia,2024,Robusta,0.0
Russia,2025,Arabica,0.0
Russia,2025,Robusta,0.0
Rwanda,2015,Arabica,300.0
Rwanda,2015,Robusta,0.0
Rwanda,2016,Arabica,230.0
Rwanda,2016,Robusta,0.0
Rwanda,2017,Arabica,275.0
Rwanda,2017,Robusta,0.0
Rwanda,2018,Arabica,275.0
Rwanda,2018,Robusta,0.0
Rwanda,2019,Arabica,350.0
Rwanda,2019,Robusta,0.0
Rwanda,2020,Arabica,300.0
Rwanda,2020,Robusta,0.0
Rwanda,2021,Arabica,270.0
Rwanda,2021,Robusta,0.0
Rwanda,2022,Arabica,275.0
Rwanda,2022,Robusta,0.0
Rwanda,2023,Arabica,360.0
Rwanda,2023,Robusta,0.0
Rwanda,2024,Arabica,300.0
Rwanda,2024,Robusta,0.0
Rwanda,2025,Arabica,350.0
Rwanda,2025,Robusta,0.0
Saudi Arabia,2015,Arabica,0.0
Saudi Arabia,2015,Robusta,0.0
Saudi Arabia,2016,Arabica,0.0
Saudi Arabia,2016,Robusta,0.0
Saudi Arabia,2017,Arabica,0.0
Saudi Arabia,2017,Robusta,0.0
Saudi Arabia,2018,Arabica,0.0
Saudi Arabia,2018,Robusta,0.0
Saudi Arabia,2019,Arabica,0.0
Saudi Arabia,2019,Robusta,0.0
Saudi Arabia,2020,Arabica,0.0
Saudi Arabia,2020,Robusta,0.0
Saudi Arabia,2021,Arabica,0.0
Saudi Arabia,2021,Robusta,0.0
Saudi Arabia,2022,Arabica,0.0
Saudi Arabia,2022,Robusta,0.0
Saudi Arabia,2023,Arabica,0.0
Saudi Arabia,2023,Robusta,0.0
Saudi Arabia,2024,Arabica,0.0
Saudi Arabia,2024,Robusta,0.0
Saudi Arabia,2025,Arabica,0.0
Saudi Arabia,2025,Robusta,0.0
Senegal,2015,Arabica,0.0
Senegal,2015,Robusta,0.0
Senegal,2016,Arabica,0.0
Senegal,2016,Robusta,0.0
Senegal,2017,Arabica,0.0
Senegal,2017,Robusta,0.0
Senegal,2018,Arabica,0.0
Senegal,2018,Robusta,0.0
Senegal,2019,Arabica,0.0
Senegal,2019,Robusta,0.0
Senegal,2020,Arabica,0.0
Senegal,2020,Robusta,0.0
Senegal,2021,Arabica,0.0
Senegal,2021,Robusta,0.0
Senegal,2022,Arabica,0.0
Senegal,2022,Robusta,0.0
Senegal,2023,Arabica,0.0
Senegal,2023,Robusta,0.0
Senegal,2024,Arabica,0.0
Senegal,2024,Robusta,0.0
Senegal,2025,Arabica,0.0
